id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
51556,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch
24119,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,Playboy Men Green Casual Flip Flops
46286,Women,Apparel,Topwear,Tunics,Multi,Summer,2012.0,Casual,109F Women Multicoloured Printed Tunic
30809,Women,Apparel,Bottomwear,Churidar,Olive,Summer,2012.0,Ethnic,Fabindia Women Olive Cambric Churidar
14415,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Black Wedges
26960,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Shirt
48161,Women,Accessories,Wallets,Wallets,Green,Winter,2016.0,Casual,Fossil Women Green Wallet
21925,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Printed Multi Kurta
42895,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,French Connection Women Brown Belt
54126,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Rocia Women Bronze Heels
6980,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,s.Oliver Men Grey White Check Shirt
50337,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012.0,Ethnic,Aurelia Women Blue Kurti
56407,Women,Footwear,Shoes,Flats,Brown,Winter,2012.0,Casual,Rocia Women Brown & Black Sandals
59747,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Summer,2012.0,Casual,Avirate Black Night Dress
15742,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Air Max Full Court Black Sports Shoes
23559,Women,Personal Care,Fragrance,Deodorant,Purple,Spring,2017.0,Casual,Police Women Pack of 3 Deos
3713,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Lee Men Green Polo T-shirt
4973,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Gini and Jony Boy's Kangaroo Yellow Kidswear
17489,Women,Footwear,Shoes,Flats,Off White,Fall,2011.0,Casual,Rockport Women Beige Flats
49492,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,2012.0,Casual,Vans Men Maroon & Grey Era Shoes
27399,Women,Apparel,Innerwear,Bra,Black,Summer,2018.0,Casual,Jockey Essence Black Bra 1242
23494,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Fila Men Cameo White Casual Shoes
34754,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Puma Men EI Vuelo Mid Leather Brown Shoes
6267,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Lee Women's Monica Black T-shirt
11125,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Sports,Urban Yoga Women Solid Black Track Pants
42409,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Basics Men White Trunk Brief
43483,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,French Connection Men Maroon Check Shirt
20942,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,ADIDAS Men Adi Neo Tread Green Flip Flops
33916,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Citizen Women White Dial Watch
3150,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Nike Men's Lunarswift Black Shoe
59160,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Fortune Men Black Shoes
19876,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011.0,Casual,ADIDAS Men Plugged IN Blue Flip Flops
12260,Men,Apparel,Topwear,Shirts,Blue,Winter,2011.0,Formal,Genesis Blue Striped Formal Shirt
15971,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Turtle Check Men Green Shirt
34462,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Laptop Sleeve
18006,Women,Apparel,Bottomwear,Track Pants,Black,Summer,2010.0,Sports,Puma Women Jersey Black Track Pant
46098,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2012.0,Casual,ADIDAS Men  light Olive Sheridan Shoes
38347,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Superman Boys White Printed T-shirt
33129,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Stilettos
6104,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,UCB Women's Basic Round Neck Navy Blue T-shirt
33366,Women,Accessories,Bags,Clutches,Brown,Summer,2012.0,Casual,Baggit Women Hero Brush Brown Clutch
18971,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Top
33133,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Stilettos
30340,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Ego Off White T-shirt
20505,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Baggit Women Beige Banjara Taj Handbag
52073,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Myntra Men Grey & Red T-shirt
22895,Men,Footwear,Sandal,Sandals,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Casual Sandals
33774,Unisex,Accessories,Headwear,Caps,Black,Summer,2011.0,Casual,Puma Unisex Black Cap
43685,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Doodle Boys Printed White T-shirt
10740,Unisex,Footwear,Flip Flops,Flip Flops,Green,Winter,2012.0,Casual,Disney Unisex Kids Pluto Green Flip Flops
3045,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Men's Tiger Black T-shirt
35635,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Gliders Men Black Flip Flops
47400,Women,Accessories,Bags,Mobile Pouch,Teal,Summer,2012.0,Casual,Baggit Women Teal Aandhi Anna Mobile Pouch
35447,Girls,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Doodle Girls Printed Red Top
22095,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Numero Uno Men Casual Black Shoes
49707,Men,Accessories,Ties,Ties,Maroon,Summer,2012.0,Casual,Park Avenue Men Maroon Tie
54716,Women,Apparel,Topwear,Kurtas,Beige,Fall,2012.0,Ethnic,Shree Women Pink and Olive Printed Kurta
42925,Women,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,French Connection Women Black Wallet
7158,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men  Green Check Shirt
17174,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Brown Shirt
49709,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Casual,Park Avenue Men Blue Tie
34529,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
52346,Women,Apparel,Loungewear and Nightwear,Nightdress,Peach,Winter,2015.0,Casual,Red Rose Peach Nightdress
44706,Women,Apparel,Topwear,Tops,White,Fall,2012.0,Casual,Wills Lifestyle Women White Top
12623,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Probase Men Printed Green Tshirts
7892,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Casual,Proline Men Grey & White Checked Shorts
55965,Women,Personal Care,Lips,Lipstick,Magenta,Summer,2019.0,Casual,ColorBar Velvet Matte Oh My Magenta 1 Lipstick 85V
15738,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Nike Men Black Flip Flops
33289,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Arrow Sport Men White Slim Fit Shirt
53890,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Kiara Women Purple Handbag
15984,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Turtle Check Men Yellow Shirt
28037,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016.0,Casual,Jockey ELANCE Men Navy Blue Y Front Briefs 1006
1536,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Puma Men Black Net Jersey
43562,Men,Accessories,Socks,Socks,White,Summer,2012.0,Casual,Puma Men White Pack of 3 Socks
47214,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,Franco Leone Men Brown  Formal Shoes
29268,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Barricade Team 2 Black Sports Shoes
7734,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,Puma Unisex Ferrari Lifestyle Black Cap
34835,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Blue Chill Sports Shoes
17661,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Buckel Brown Heels
11505,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Lifestyle Black Flats
17631,Women,Accessories,Bags,Handbags,Grey,Fall,2011.0,Casual,Puma Women Fitness Lux Grey Handbag
39776,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Peter England Men Red & Navy Blue Casual Shirt
2548,Men,Footwear,Flip Flops,Flip Flops,Navy Blue,Fall,2010.0,Casual,Numero Uno Men's Casual Navy Blue Flip Flop
46919,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,York Men Perfume
10322,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Lambretta Black Green Handbags
58560,Women,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012.0,Casual,Puma Women Navy Blue Jeans
56340,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch 9912PP04
56606,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Streetwear Shine Divine Whitening Fawn Compact
5776,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Jealous 21 Women's Sleeveless Graphic Green Tops
6531,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011.0,Casual,Nike Unisex Allegian Blue Backpack
16871,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Idee Women Funky Eyewear Black Sunglasses
57481,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,ID Men White & Blue Casual Shoes
12481,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Leather Black Formal Shoes
15255,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,ADIDAS Originals Women Superstar 2 White Casual Shoes
44994,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Maxima Men Digital Watch
28117,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Jockey MC Men Pack Of Two Black Briefs 8003
6366,Unisex,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Crocs Kids Unisex Basic Clog Khaki Floater
25939,Women,Accessories,Scarves,Scarves,White,Summer,2012.0,Casual,Femella Women White Scarf
11334,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Washed Navy Blue Jeans
54090,Women,Apparel,Topwear,Kurtis,White,Summer,2012.0,Ethnic,Mumbai Slang Women White Kurti
32196,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Men Printed Blue Kurta
48032,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Nautica Men Black Dial Chronograph Watch
10481,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Flying Machine Men Ydc Blue Shirts
6871,Women,Apparel,Topwear,Tops,Multi,Summer,2011.0,Casual,Forever New Women Multi Coloured Top
53428,Women,Apparel,Topwear,Kurtas,Beige,Fall,2012.0,Ethnic,Alma Women Beige Printed Kurta
4562,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Capri White Shoe
51601,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Wrangler Women Black Molly Jeans
28497,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Urban Yoga Men Grey Shorts
49473,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Vans Men Grey Authentic Casual Shoes
18826,Men,Accessories,Wallets,Wallets,Brown,Summer,2011.0,,Peter England Men Statements Brown Wallet
3578,Men,Footwear,Sandal,Sports Sandals,Black,Summer,2011.0,Casual,ADIDAS Men Black Cherokee Sports Sandals
43154,Women,Accessories,Watches,Watches,Purple,Winter,2016.0,Casual,Fastrack Women Purple Dial Watch
48141,Women,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Women Brown Wallet
4117,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Puma Unisex Punk White Blue Shoe
25954,Women,Accessories,Scarves,Scarves,Black,Summer,2012.0,Casual,Femella Women Black Scarf
57366,Women,Apparel,Innerwear,Briefs,Pink,Winter,2015.0,Casual,Amante Women Pink Lace Briefs PCFR11
9046,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Men Agora Black Sports Shoes
40512,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Men Silver Dial Watch
22041,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,Vishudh Women Printed Cream Kurta
2041,Men,Apparel,Topwear,Tshirts,Grey,Fall,2010.0,Sports,ADIDAS Mens Fire Grey T-shirt
7639,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Sports,Puma Men's Slogan Grey T-shirt
54543,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Casual,F Sports Men White Outlander Sports Shoes
32805,Women,Footwear,Shoes,Heels,White,Summer,2012.0,Casual,iPanema Women Ritmos White Heels
55512,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,Casual,Revlon Berry Wild Super Lustrous Lip Gloss 52
23054,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Arrow Men Purple Striped T-shirt
30057,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,SKAGEN DENMARK Men Grey Dial Watch 858XLSLC
57526,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Provogue Men Black Casual Shoes
51536,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women White Dial Watch 9827pp07
32262,Women,Apparel,Topwear,Tunics,Green,Summer,2012.0,Ethnic,Fabindia Women Printed Green Tunic
26669,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Puma Men Rebound White Shoes
6614,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,Spykar Men's Beige Polo T-shirt
22942,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Women White Casual Watch
20668,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Classic Polo Men Striped Maroon Tshirt
35449,Girls,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Doodle Girls Striped Navy Blue Top
10490,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Flying Machine Men HS Blue Shirts
2834,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Lee Cooper Men's Slip On Darknight Black Shoe
56276,Women,Apparel,Innerwear,Bra,Skin,Summer,2017.0,Casual,Biara Women Skin Bra
4451,Unisex,Accessories,Headwear,Caps,Red,Summer,2011.0,Casual,Nike Unisex Manchester United Red Black Cap
15867,Unisex,Footwear,Shoes,Casual Shoes,Silver,Fall,2011.0,Casual,Warner Bros Kids Unisex SD Silly Shoe Silver Casual Shoes
56885,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,HM Women Red Heels
52500,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Purple,Winter,2015.0,Casual,Red Rose Purple Nightdress
56182,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,ColorBar Dusk Triple Act Compact 003
30567,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Opium Men Black Sunglass
19023,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Sequins Sliver Heels
31788,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Lee Women Beyoce Blue T-shirt
11022,Women,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Wrangler Women Its A Good Day Red T-Shirts
48387,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue Jeans
55862,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Colorbar Rose Quartz Nail Lacquer 92
41976,Girls,Apparel,Bottomwear,Capris,White,Summer,2012.0,Casual,Gini and Jony Girls White Pedal Pusher
36442,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Spinn Men Dozer Black Shoes
50186,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Paridhan Women Orange Printed Handbag
4876,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Levis Kids Boy's Dean White Black Teens Kidswear
36617,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Flats
14137,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2011.0,Formal,Belmonte Men Formal Steel Cufflinks
50289,Men,Accessories,Ties,Ties,Black,Summer,2012.0,Formal,Parx Men Black and White Tie
3561,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Zeta Black Lifestyle Casual Shoe
26648,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Racer Black Shoes
46145,Women,Accessories,Jewellery,Necklace and Chains,Blue,Winter,2015.0,Casual,Adrika Blue & Red Necklace
46323,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Reebok Men Black Zignano Rhythm Sports Shoes
18808,Men,Accessories,Belts,Belts,Navy Blue,Summer,2011.0,Casual,Peter England Men Casual Navy Blue Belt
39898,Men,Footwear,Sandal,Sports Sandals,Black,Fall,2012.0,Casual,ADIDAS Men Black Sandals
48736,Men,Accessories,Jewellery,Bangle,Steel,Fall,2012.0,Casual,Revv Men Golden Steel Bangle
22652,Unisex,Accessories,Bags,Duffel Bag,Grey,Winter,2015.0,Casual,Wildcraft Unisex Grey Duffle Bag
11169,Men,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,Scullers Men Stripes Green Sweaters
59243,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Dial Watch
8172,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Slim Casual Beige Wedges
20762,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,Carlton London  Women Casual Red Sandals
43044,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,2012.0,Casual,Nike Men Charcoal Grey Shorts
52910,Women,Apparel,Saree,Sarees,Pink,Summer,2012.0,Ethnic,FNF Printed Pink Sari
21197,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,2012.0,Casual,Quiksilver Unisex Black Duffle Bag
50429,Unisex,Accessories,Accessories,Messenger Bag,Blue,Summer,2012.0,Casual,Lino Perros Unisex Blue Satchel
7752,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Indigo Nation Men Indigo White Black Silver T-shirt
36935,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Ralph Lauren Men Perfume
33106,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats
56072,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Colorbar Wild Berry Lip Liner /Crayon 011
31314,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,W Women Red & Blue Printed Kurta
42103,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Polo T-shirt
12665,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Probase Men Check Blue Shirts
4825,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2011.0,Sports,ADIDAS Men's Woven Lead White Track Pant
33578,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012.0,Casual,Wrangler Men Applique Polo Maroon T-shirt
19996,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Printed Black TShirt
3951,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2011.0,Casual,Jealous 21 Women Navy Top With Pink Flower Top
19019,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Heels
16154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Enroute Men Leather Black Formal Shoes
5832,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,ADIDAS Women's Who Was That Yellow T-shirt
37757,Men,Apparel,Topwear,Shirts,White,Summer,2013.0,Casual,John Players Men White & Blue Striped Shirt
10099,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Men Analogue Grey Watches
29049,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,ADIDAS Men Graphic Grey T-shirt
51708,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Van Heusen Unisex Sunglasses VH214-C3
33137,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels
11256,Men,Apparel,Topwear,Tshirts,Black,Summer,2013.0,Casual,Puma Men Black Printed Shield T-shirt
4006,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Spalding Men's Black Yellow With Graphic Flip Flop
6595,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Spykar Women's Black Top
42601,Women,Accessories,Jewellery,Pendant,Gold,Winter,2016.0,Casual,Estelle Women Gold Pendant with Chain
41050,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Nautica Men Brown Dial Watch
5443,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Nike Women's Striped Polo Orange T-shirt
19968,Men,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Cap
41854,Men,Accessories,Accessories,Messenger Bag,Navy Blue,Summer,2012.0,Casual,Probase Men Navy Blue Messenger Bag
9343,Men,Apparel,Bottomwear,Shorts,Brown,Fall,2011.0,Casual,Puma Men Chino Brown Shorts
16200,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Puma Men Polo Grey TShirt
36649,Women,Accessories,Wallets,Wallets,Turquoise Blue,Summer,2012.0,Casual,Paridhan Women Turquoise Blue Lace Coin Pouch Wallet
56199,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016.0,Casual,Estelle Women Gold Earring & Pendant Set
40582,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Printed Blue Kurta
4298,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Men's Budwiser Aqua Green T-shirt
18659,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Fila Men Craze Grey Shoes
3727,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Lee Men's Orange Kansas City T-shirt
49783,Women,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,2012.0,Casual,Little Miss Intimates Grey & Black Pyjama Set
48589,Women,Accessories,Jewellery,Bracelet,Silver,Summer,2013.0,Casual,Lucera Women Silver Bracelet
29743,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Light Green Handbag
5584,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Lunar Fly Black Shoe
24698,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men White Check Shirt
8706,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Men Bikers Brown Sunglasses
39577,Women,Footwear,Shoes,Heels,Pink,Winter,2015.0,Casual,Catwalk Women Pink Flats
8279,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Mr.Men Men's Green Tea T-shirt
49923,Women,Apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,Fabindia Red Tie & Dye Ghicha Striped Saree
28091,Men,Apparel,Innerwear,Trunk,White,Summer,2016.0,Casual,Jockey GOLDEDN Men White Trunks 4013
51754,Women,Footwear,Shoes,Casual Shoes,Pink,Winter,2015.0,Casual,Catwalk Women Pink Moccassins
1857,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Mens Life After Midnight T-shirt
26956,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Jealous 21 Women Black Top
53802,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt
44095,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Boss Men Night Edition 50 ml Perfume
2385,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Semi Casual Men's Brown Shoe
20125,Women,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Wrangler Women Flower Purple Shirt
31819,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Titan Men Chronograph Blue Dial Watch
39292,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Chief Men Black Sandals
12939,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Basics Men Black Slim Fit Checked Shirt
32737,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,FILA Men Smash III White Sports Shoes
43648,Women,Apparel,Topwear,Dresses,Cream,Summer,2012.0,Casual,ONLY Women Cream A-Line Dress
11995,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Classic Polo Men Stripes Black Tshirts
30341,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Fakebook Off White T-shirt
12136,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Aurelia Women Solid Black Kurtas
2249,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011.0,Sports,ADIDAS Unisex Classic Blue Backpack
16142,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Tokyo Talkies Women Printed White Top
5516,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Probase Men's Crack Print Crew Challenger White T-shirt
12120,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011.0,Ethnic,Aurelia Women Printed Orange Kurtas
38777,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Leather Shoes
46534,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Men Black Dial Watch T2N156
10258,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,John Miller Men Line Navy Blue Trousers
48899,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain
5104,Men,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Rockport Men's Jelba Brown Flip Flop
56080,Women,Personal Care,Lips,Lip Gloss,Red,Spring,2017.0,Casual,Colorbar Star Shine Coral Glaze Lip Gloss 016
33716,Women,Accessories,Bags,Handbags,Black,Winter,2012.0,Casual,Pieces Women Black Handbag
